"","A1_FakiAligned","A2_FakiAligned","A2_UntxAligned","A3_FakiAligned","A3_UntxAligned","B1_FakiAligned","B1_UntxAligned","B2_FakiAligned","B3_FakiAligned","B3_UntxAligned","FAKinh_1_ItgB4Aligned","FAKinh_2_ItgB4Aligned","FAKinh_3_ItgB4Aligned","UnTx1_ItgB4Aligned","UnTx3_ItgB4Aligned"
"Rps27",98,48,34,95,48,70,34,50,51,32,93,43,70,22,60
"Rps27a",70,32,91,74,109,102,119,113,98,107,166,102,164,97,105
"Rps27l",1484,1144,3530,1562,3574,3402,3466,3361,2662,3486,4633,5277,4484,4118,4950
"Rps28",154,67,146,172,149,161,138,111,114,134,233,177,224,145,171
"Rps29",27,16,32,21,37,49,40,31,24,32,36,36,42,36,47
"Rps3",22017,11440,19847,26027,21819,23386,17685,20365,19848,19256,25554,21544,29178,20156,21885
"Rps3a1",7617,3758,5652,8983,6402,6812,4463,5797,5542,4854,7296,6108,7900,4672,6086
"Rps4x",3868,2066,3312,4628,3541,3706,2738,3375,3022,2855,4632,4180,4924,3038,3556
"Rps4y2",1637,1539,672,1394,879,750,442,867,625,644,646,770,800,440,626
"Rps5",14510,6738,12201,15877,13183,14816,10915,12215,12107,11947,17944,14303,19468,12939,15157
"Rps6",961,573,975,1181,1081,1072,705,1173,1173,1021,1107,955,1359,789,894
"Rps6ka1",454,2580,8668,607,4147,6892,6905,7872,7081,8110,5759,7087,6135,10534,9530
"Rps6ka2",1432,2717,2780,1624,2736,1704,1853,1419,1814,1815,1935,2204,2494,7131,4193
"Rps6ka3",154,230,589,416,1048,1242,781,741,978,799,671,623,791,398,390
"Rps6ka4",2285,4383,2611,3039,3704,2550,1540,2294,2222,1622,1484,1687,2128,1483,2195
"Rps6ka5",2448,2224,978,3268,2219,1232,1021,1273,1076,1107,835,631,1057,754,931
"Rps6ka6",51,351,138,125,348,120,109,275,125,124,209,75,489,204,186
"Rps6kb1",3546,2839,3904,3887,4670,3991,3781,4141,3613,4318,4063,4136,5245,1970,3385
"Rps6kb2",972,1018,928,879,1285,1271,970,1351,1186,1062,1346,1497,1793,1025,1274
"Rps6kc1",1390,1752,1540,1049,1716,660,778,1260,895,1035,959,948,1022,1249,919
"Rps6kl1",4,1,5,2,33,37,15,18,27,0,0,0,16,1,9
"Rps7",201,159,279,293,312,442,249,263,332,270,477,360,524,301,346
"Rps8",1020,562,1025,1150,1173,1175,962,1034,907,978,1410,1317,1583,1003,1283
"Rps9",13992,6918,11446,15470,12306,13521,9498,10839,11405,9197,16386,11926,17985,11680,13015
"Rpsa",3167,1655,2658,3386,3272,2823,2167,2379,2312,2387,3171,2247,3443,2391,2887
"Rptn",0,0,0,0,1,0,0,12,0,0,0,0,0,0,0
"Rptor",1145,1745,1767,1388,2568,1695,837,1642,1294,1319,1110,1066,1220,2097,1645
"Rpusd1",483,627,235,609,467,292,305,373,267,418,326,381,275,313,838
"Rpusd2",29,73,58,43,72,30,70,66,63,72,26,77,63,150,159
"Rpusd3",141,171,217,170,142,130,140,212,142,223,243,214,260,231,352
"Rpusd4",738,841,1197,814,1072,1128,990,1123,1142,1004,1167,996,1186,1164,1094
"Rqcd1",1024,1609,2056,856,1931,1799,1754,2261,1757,2293,1326,1570,1500,1988,2388
"Rrad",3330,3803,1587,3328,4161,2176,2797,898,2480,2539,2583,954,3693,6248,6343
"Rraga",1842,1665,2105,2144,2637,2341,1853,2513,2420,2287,2210,2513,2674,2236,1978
"Rragb",279,310,101,305,201,90,113,217,81,153,174,300,111,171,70
"Rragc",8292,9607,8367,10254,9519,11237,6515,8203,11594,6424,9704,7518,11653,7256,7167
"Rragd",447,446,653,419,953,382,398,840,408,586,731,1772,1576,701,845
"Rras",4294,3206,2697,4030,3540,2999,1878,2321,2779,1621,2221,1748,2857,1811,2252
"Rras2",2765,2992,8495,2640,5196,11361,6710,7049,10798,5491,7785,4325,9643,7841,5374
"Rrbp1",5542,7357,7366,5568,10723,6473,4977,5510,6276,5311,7330,9164,6634,5351,7426
"Rreb1",617,1050,2157,757,1944,1726,1604,2632,1904,2163,1081,1962,1327,1563,1418
"Rrh",0,1,19,0,10,9,0,25,9,10,42,7,4,0,14
"Rrm1",4814,5661,11267,5659,9155,8327,10896,11750,7133,13403,5108,5930,5346,10428,9562
"Rrm2",2416,2587,4383,2214,5829,1801,4605,2521,1610,3923,1037,1762,1260,4704,3866
"Rrm2b",978,1609,1048,1908,1383,1485,889,1419,1524,1086,1222,1814,1390,944,904
"Rrn3",2453,2903,3566,2852,3683,5781,3061,4869,5601,3989,4731,4872,6737,3968,4311
"Rrnad1",848,812,806,891,898,746,784,1042,858,772,820,697,1169,582,664
"Rrp1",7583,7933,12683,8582,10151,12304,9025,12052,12449,9603,9334,8510,10682,10400,11106
"Rrp12",562,1312,2181,1297,1297,2466,1846,1555,2586,1379,1460,1359,1875,2460,2405
"Rrp15",1242,1355,1351,1467,1533,2033,1400,1574,1748,1443,1722,1302,2111,1649,1650
"Rrp1b",651,741,1001,961,922,1632,1175,1339,1465,1029,1142,1024,1227,782,831
"Rrp36",1358,1378,1821,1348,1889,2077,1539,1790,1983,1918,1838,1996,2005,1704,2101
"Rrp7a",904,1187,1842,1180,1267,1701,1188,1489,1530,1329,1876,1562,1669,1833,1536
"Rrp8",1490,1923,1909,1400,1815,1187,1327,1412,1035,1177,1279,1422,1288,1567,1363
"Rrp9",1425,1204,1722,1362,1556,2115,1389,1570,2010,1268,1828,1268,1886,1936,1673
"Rrs1",3202,2524,4025,3432,3911,5021,4600,2853,4744,3366,3744,2796,4000,5673,3734
"Rs1",2,3,6,0,6,24,6,0,2,4,0,0,0,0,2
"Rsad1",394,296,236,317,342,323,123,248,294,170,222,247,394,294,306
"Rsad2",4149,3796,25114,6850,65146,12473,11185,8063,11788,14224,9297,2032,11914,2799,8352
"Rsbn1",1316,1397,1277,2055,1517,1557,1124,1550,1809,1286,1617,1199,1628,887,1337
"Rsbn1l",607,539,842,832,1292,1199,867,1239,1157,1016,944,869,1309,230,606
"Rsc1a1",12,9,37,14,31,26,34,21,48,26,20,15,22,34,22
"Rsf1",2137,2082,1596,2787,3430,2145,1731,2316,2022,2122,1631,1893,1663,519,1383
"Rsg1",177,81,65,142,78,38,37,63,42,84,25,77,55,52,103
"Rsl1",333,370,317,264,428,398,451,481,236,625,314,492,588,272,302
"Rsl1d1",5385,5743,8816,7473,8048,12996,9678,10797,11589,10820,11869,9247,13701,6363,7020
"Rsl24d1",935,839,1345,871,1216,1302,946,1258,1260,1024,1101,1026,1442,1304,1100
"Rslcan18",15,49,67,7,103,69,33,122,46,68,45,33,53,100,39
"Rsph1",62,118,0,65,106,17,23,21,22,15,55,40,44,75,75
"Rsph3a",474,451,755,501,599,646,571,682,599,625,672,801,654,699,704
"Rsph3b",530,511,923,681,724,772,631,879,765,832,673,832,707,819,972
"Rsph4a",13,16,10,26,5,100,24,45,95,32,113,257,115,0,0
"Rsph6a",0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
"Rsph9",744,462,552,759,597,524,397,980,414,542,909,1172,900,589,579
"Rspo1",2243,2039,99,1481,1053,0,0,0,0,1,0,0,0,0,0
"Rspo2",174,161,11,196,35,0,0,0,8,0,0,0,0,0,0
"Rspo3",5402,4401,970,5800,3919,19,30,17,2,64,75,27,35,45,856
"Rspo4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rspry1",1957,2663,2107,2186,2692,2280,1378,2475,2009,2104,2447,2463,2413,883,1126
"Rsrc1",2251,1950,1906,2016,2335,2149,1581,2692,1971,2035,1875,2347,2127,993,1737
"Rsrc2",8712,6646,5344,11155,9641,12652,6422,9091,11004,7944,11191,8821,14330,2500,4032
"Rsu1",7387,6901,3700,8085,6412,4042,2946,3831,3371,3500,3373,3766,3897,2255,3519
"Rtbdn",12,13,9,9,33,15,18,8,28,33,8,4,15,23,13
"Rtca",1866,1679,1709,1918,1857,1612,1571,2023,1386,1729,1787,1727,1813,2005,1812
"Rtdr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rtel1",1031,1267,2160,1064,1883,1618,1727,1992,1501,2234,970,1019,1255,1921,1819
"Rtf1",1180,747,986,1125,1314,823,862,876,792,730,570,652,918,307,879
"Rtfdc1",4072,4082,5106,4051,5437,5181,3734,5712,5182,4285,4465,4285,5784,4725,4659
"Rtkn",496,817,1806,417,802,1607,1314,1403,1607,1037,832,249,1076,1020,742
"Rtkn2",69,74,168,33,400,64,101,68,50,161,45,15,0,70,25
"Rtl1",31,5,0,6,2,0,0,0,0,0,0,0,0,0,0
"Rtn1",593,976,101,950,551,17,10,34,32,24,194,266,124,203,42
"Rtn2",422,143,98,318,184,110,123,104,126,130,115,177,301,233,134
"Rtn3",10408,12657,15865,12052,14878,14820,12869,14532,14183,13583,11807,13537,13426,14281,12603
"Rtn4",5950,6210,4139,8526,9296,10065,6674,6154,9304,5090,7260,3714,9136,7135,6291
"Rtn4ip1",131,645,1075,350,1087,812,757,1280,710,1146,867,1151,872,1561,967
"Rtn4r",86,114,101,103,96,88,84,67,115,46,4,9,85,25,94
"Rtn4rl1",1025,2393,2854,1109,2228,3108,1916,3208,2663,2755,1970,2966,1614,2298,1934
"Rtn4rl2",715,610,102,433,449,0,0,1,0,1,3,0,0,0,0
"Rtp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rtp2",3,0,0,0,23,0,0,0,0,0,0,0,11,0,0
"Rtp3",1,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"Rtp4",1474,1626,3418,1653,5243,3708,3417,4519,3533,3911,3246,1556,4008,1367,2102
"Rttn",457,889,646,729,1084,508,310,970,395,599,254,595,509,163,393
"Rubie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rufy1",1872,2942,2240,2170,2442,2118,1776,2970,1928,2294,2551,3268,2686,1630,2519
"Rufy2",2832,2190,1385,2919,2562,2022,1357,2129,1999,1916,1490,1568,2173,969,1436
"Rufy3",864,1011,1276,1212,1592,1025,995,1246,990,1304,1362,1836,1555,1120,1166
"Rufy4",53,35,174,27,184,391,175,195,391,270,123,141,374,254,199
"Rundc1",2486,2447,3562,2217,3183,3796,2960,3972,3862,3537,3208,3955,3241,4878,4253
"Rundc3a",93,96,402,85,350,478,223,398,279,359,402,329,538,438,316
"Rundc3b",279,398,19,289,165,17,5,58,22,43,86,177,81,0,68
"Runx1",2900,3118,8854,4033,7574,7100,5370,5812,7815,5072,2993,2444,4232,2307,4114
"Runx1t1",1245,1053,81,1226,549,1,1,0,0,0,7,0,123,0,67
"Runx2",492,797,661,509,810,631,396,529,680,389,267,182,316,122,343
"Runx3",581,1718,1057,828,1897,163,20,123,130,73,1163,1138,1386,144,559
"Rusc1",1023,1418,874,1396,1049,959,535,1012,1001,844,1139,952,1111,1230,1220
"Rusc2",3203,4319,7857,4913,5611,6043,5173,5381,6164,4283,2652,1537,4028,5831,3849
"Ruvbl1",731,876,874,630,818,992,691,845,932,753,790,794,914,722,894
"Ruvbl2",1020,1290,1983,1055,1911,1614,1752,1805,1305,2000,1260,1286,1638,2437,1917
"Rwdd1",1057,784,795,1145,1077,850,718,940,703,871,1065,1420,1087,627,795
"Rwdd2a",126,122,134,212,173,76,18,110,66,127,180,140,207,125,109
"Rwdd2b",87,306,469,116,462,605,566,1028,682,937,848,969,1047,394,686
"Rwdd3",167,91,93,93,123,204,119,226,147,200,126,123,190,124,35
"Rwdd4a",1294,1313,1978,1458,1990,2805,2109,2516,2815,2536,2605,2526,3049,2074,1999
"Rxfp1",0,89,101,2,20,0,0,0,0,0,0,0,0,0,0
"Rxfp2",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
"Rxfp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rxfp4",0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
"Rxra",1583,2389,2523,2011,2800,1492,1279,2278,1389,1687,685,1245,640,838,1837
"Rxrb",2325,2586,4775,2264,3414,3125,2843,3368,3100,3324,2815,2873,2860,3580,4540
"Rxrg",0,127,0,29,49,43,10,42,49,42,4,19,29,0,3
"Rybp",1341,979,1564,2243,2229,2643,1485,1783,2597,1521,1720,991,2347,1149,1864
"Ryk",5122,4850,2753,5982,3756,2545,1865,2733,2239,2292,2467,2388,2201,2200,2393
"Ryr1",92,115,29,15,192,0,0,1,2,30,27,57,52,137,151
"Ryr2",46,117,33,56,218,0,2,0,0,5,0,0,1,116,215
"Ryr3",20,59,29,65,56,34,22,35,10,13,19,112,12,14,0
"S100a1",3349,2595,2088,3197,2695,1363,1266,1743,1258,1343,1214,1181,1154,953,1326
"S100a10",12740,10045,5750,11814,9252,6257,3820,4301,5072,3179,1567,654,1741,1316,2610
"S100a11",7084,4745,5204,6709,6038,7982,4464,5823,6365,3826,2673,1004,3324,1581,3058
"S100a13",2113,1486,608,2189,1358,356,265,285,304,282,188,157,257,138,554
"S100a14",6,34,1516,85,410,2205,1171,1553,2391,917,541,119,678,468,429
"S100a16",9700,10007,6135,7783,8237,9054,4216,6115,9044,3428,4191,2010,6114,2839,3062
"S100a2",0,0,1,0,15,4,9,13,11,4,5,0,9,13,5
"S100a3",83,106,151,138,76,122,172,92,104,95,82,1,114,133,102
"S100a4",362,257,91,490,265,54,43,18,21,34,92,57,57,48,68
"S100a5",36,4,0,21,8,6,1,0,0,0,2,0,0,0,0
"S100a6",23527,13985,9183,24519,13693,13840,5377,8516,11398,3574,2788,1370,3463,2056,5046
"S100a7a",235,51,65,207,152,58,35,18,42,34,19,17,34,43,97
"S100a8",35,8,10,29,9,5,0,1,5,4,34,1,16,27,22
"S100a9",22,8,28,43,12,1,0,0,6,0,55,0,12,2,16
"S100b",40,50,3,40,10,0,0,0,0,0,0,0,1,0,0
"S100g",0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"S100pbp",278,289,224,325,280,291,180,245,222,257,254,245,280,150,271
"S100z",0,0,0,2,3,6,5,2,10,5,7,0,0,3,1
"S1pr1",1006,1998,702,764,1765,105,129,79,168,274,510,693,581,49,186
"S1pr2",3191,4558,1434,3646,4097,792,806,476,772,494,431,340,871,1267,2146
"S1pr3",2192,5758,279,1880,5329,8,38,78,11,89,29,306,15,66,630
"S1pr4",38,227,0,42,12,0,0,0,0,0,0,2,5,0,0
"S1pr5",5,14,1,0,0,0,0,0,1,1,0,0,3,5,0
"Saa1",0,0,7,12,9,0,3,0,0,5,5,0,0,0,7
"Saa2",0,0,0,30,2,0,0,0,0,0,0,0,0,0,0
"Saa3",336,1,0,104,182,307,23,18,278,25,32,20,77,0,25
"Saa4",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"Saal1",761,927,1035,877,1099,916,877,1230,619,1037,889,1120,764,1385,776
"Sac3d1",645,691,797,444,715,805,874,612,578,770,645,569,645,894,800
"Sacm1l",5717,7206,6170,6776,8273,7665,4944,8824,7039,7277,7157,8659,8800,3815,4106
"Sacs",158,248,30,292,195,18,27,1,10,2,36,15,11,8,2
"Sae1",4181,5199,9613,4064,6886,8183,8139,8789,7756,9220,6097,5691,6058,9260,10242
"Safb",3073,3420,4983,3002,4357,4518,4036,5076,4905,4059,2982,3014,3941,4226,3776
"Safb2",1837,2291,2459,1996,2956,2904,2077,3047,3029,2465,1956,2249,2331,2383,2413
"Sag",30,17,30,13,30,13,0,0,1,7,0,8,10,20,18
"Sall1",24,91,0,121,0,0,0,1,0,0,0,0,0,0,0
"Sall2",71,325,89,114,181,18,9,42,35,36,96,160,33,1,68
"Sall3",116,60,4660,80,2108,3481,4470,4564,4256,3816,1326,935,1922,2850,3201
"Sall4",0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"Samd1",125,100,76,98,152,62,68,85,51,65,50,80,64,86,168
"Samd10",83,297,1742,180,1025,1752,1184,2593,1563,1401,1288,1713,1154,1564,1083
"Samd11",32,23,93,112,192,64,34,37,62,36,47,45,126,38,26
"Samd12",14,35,391,23,142,259,301,317,154,245,450,590,430,267,246
"Samd14",700,966,355,1001,985,344,222,437,295,359,180,142,227,305,435
"Samd3",89,121,0,162,24,0,0,0,0,0,53,23,53,0,0
"Samd4",2303,1410,764,3006,2636,653,327,300,701,254,241,37,259,304,606
"Samd4b",5908,5883,6302,5944,7219,9294,5220,6573,10099,4045,5479,3098,6203,5686,7017
"Samd5",68,162,34,109,64,8,36,18,16,10,17,54,41,0,46
"Samd7",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"Samd8",779,1235,2033,1080,1349,1958,1063,2010,1786,1191,899,1169,1327,846,952
"Samd9l",4066,6148,2944,5670,10148,4271,2659,4521,4033,3189,3053,2391,5128,426,1324
"Samhd1",3921,4671,3825,4082,5461,3529,2669,3956,3296,3629,3562,3826,3982,2784,3307
"Samm50",3723,3968,5182,4129,4383,4552,3704,5039,4161,4398,4792,4834,5291,5505,4990
"Samsn1",815,2568,1362,1244,5096,69,217,127,76,294,1430,1248,2213,358,2363
"Samt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samt3",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Samt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sap130",1035,977,1257,1087,1415,1075,842,989,1003,809,930,561,1160,1247,1254
"Sap18",3191,3021,3171,4463,3232,4560,3060,3819,4166,3437,4328,2993,4958,3186,3626
"Sap25",1,0,3,2,0,1,1,0,1,3,4,2,3,2,3
"Sap30",2013,1107,1261,2497,1799,969,864,903,840,1052,937,752,971,930,1320
"Sap30bp",1782,2021,2794,1976,2316,2953,1730,3455,2609,2409,3150,2732,3381,3109,2836
"Sap30l",2476,1921,1576,2738,2134,1835,1875,1555,1662,1703,1671,1318,1705,1446,1578
"Sapcd1",10,19,4,5,9,8,26,10,11,10,0,8,6,0,13
"Sapcd2",168,261,635,87,1025,139,488,607,94,782,123,428,4,784,865
"Sar1a",20524,23443,22041,21981,23371,23422,17016,20279,22934,18693,22176,21577,26774,20612,20376
"Sar1b",2772,2773,4662,2773,4353,4497,3760,5433,3846,5109,6529,9405,5925,5581,6034
"Sardh",1171,1312,2303,1030,1854,1062,1212,1311,948,1877,1221,1730,1372,3675,3079
"Sarm1",228,127,25,100,76,15,16,0,3,14,1,1,11,89,0
"Sarnp",271,223,310,383,450,316,364,265,254,346,333,271,327,325,338
"Sars",4865,5211,14884,5589,10729,9137,9759,10382,7810,11356,14278,21942,13279,18921,15100
"Sars2",258,429,696,229,379,391,373,536,343,571,488,490,477,637,782
"Sart1",3322,3566,4763,3544,4251,5091,3353,4400,5010,4072,3469,3487,3914,4405,4531
"Sart3",2713,3029,3649,2437,3635,3543,3102,4137,3643,3404,2130,2326,2994,4188,3071
"Sash1",707,408,400,590,743,314,285,322,300,288,240,130,185,158,455
"Sash3",364,1133,140,263,803,32,61,49,46,107,348,402,246,196,172
"Sass6",378,319,603,359,694,477,645,950,420,859,424,502,273,273,318
"Sat1",40391,19643,13874,48502,22993,17685,10741,12629,16595,10279,18243,11687,22020,10571,10719
"Sat2",334,213,82,345,186,59,80,126,87,95,195,176,150,97,130
"Satb1",936,1969,2710,820,2231,2055,2264,2394,1692,2412,3192,5015,3193,3449,4519
"Satb2",518,599,0,309,188,36,31,31,44,14,44,6,15,0,42
"Satl1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sav1",1041,628,608,1248,985,862,686,706,919,589,660,446,871,549,789
"Saysd1",439,425,691,444,503,371,387,647,310,494,609,802,479,529,669
"Sbds",9146,6461,15173,10616,9964,22059,11995,16344,20496,12395,16791,10502,20167,11060,10762
"Sbf1",2143,3444,2986,2765,4842,3399,2677,3424,3378,3144,1811,1885,3550,3252,3278
"Sbf2",5860,5910,4917,7913,7746,5995,4187,6307,5620,4832,3739,4105,4743,2878,3822
"Sbk1",870,1297,495,948,906,327,382,315,326,538,318,261,185,277,481
"Sbk2",0,21,0,0,7,0,0,0,0,0,0,0,0,0,0
"Sbno1",5004,5269,6838,5555,9019,8627,7291,7834,9200,7879,6051,5615,7676,3781,4450
"Sbno2",6797,8351,10635,6980,11657,11169,7113,8450,11732,6576,6753,4739,9035,6705,5968
"Sbp",1,0,6,0,0,0,1,0,4,10,9,23,2,0,23
"Sbpl",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"Sbsn",425,402,347,483,511,573,250,432,502,290,252,159,265,145,304
"Sbspon",172,170,1954,139,1442,2462,1989,3958,1795,2356,1172,1175,1399,1252,1287
"Sc4mol",1497,2605,13139,2131,6394,12566,11262,8574,10953,11359,8878,7663,11624,15186,11766
"Sc5d",1814,2462,10044,2255,5818,13787,9602,10542,12029,9548,7997,6335,10148,6937,6473
"Scaf1",1192,2033,3174,1717,3283,3556,3101,3171,3497,2912,2541,2152,2771,3983,4865
"Scaf11",4548,5203,5658,6273,6223,7746,5243,8233,7432,6413,5528,5509,6972,2273,4597
"Scaf4",1123,1963,3386,1250,2425,4335,2990,2716,3988,2708,2395,1784,2729,1702,2512
"Scaf8",1809,3225,3932,2800,3700,6617,3647,5508,6672,3801,2947,3174,3768,3527,3311
"Scai",1483,1698,844,2867,1664,1860,864,1364,1507,981,1046,1007,1276,159,403
"Scamp1",3360,4616,12365,4264,7840,15496,10083,16652,13596,12899,15213,18053,15790,11380,10068
"Scamp2",3595,5386,9104,3318,6200,9095,6296,8088,9295,6465,5633,5850,7325,8198,7781
"Scamp3",3120,2969,1624,2700,2276,1513,1262,1768,1321,1478,1527,2221,1414,1620,2450
"Scamp4",2340,4379,3774,2197,3712,3767,3026,3661,3593,3035,2590,4189,2817,4291,4221
"Scamp5",440,637,238,264,487,270,114,338,266,280,249,430,376,232,174
"Scand1",1707,1220,2233,1490,2462,1741,1947,1603,1378,2021,2184,2630,2508,2476,3312
"Scap",2287,3604,4455,2693,4174,4567,3382,4448,4341,3837,3675,3465,3503,6202,4225
"Scaper",1547,1451,1123,1815,2391,1710,1418,1960,1554,1780,1992,1379,1793,411,1188
"Scara3",7819,12717,2677,8692,5646,3195,1491,3825,3374,1677,496,406,1093,313,613
"Scara5",46522,59823,1607,51248,32044,39,81,78,50,78,0,60,0,136,793
"Scarb1",1401,1499,6720,1285,3622,5843,6175,7472,6004,6360,3583,2924,4121,5055,5362
"Scarb2",4484,4683,5510,4426,5977,4155,3525,5916,3894,4139,3646,4140,3301,3156,3810
"Scarf1",73,72,86,16,184,6,11,19,18,19,0,0,0,0,0
"Scarf2",13541,11629,2114,15050,7575,78,41,106,81,138,550,626,680,565,3776
"Scarna10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Scarna13",5,14,3,23,4,9,3,2,3,4,5,0,10,5,6
"Scarna17",0,0,0,0,0,0,0,2,2,0,0,2,1,1,0
"Scarna2",3,1,0,3,1,0,0,0,0,0,0,0,0,0,1
"Scarna3a",1,2,1,3,0,0,4,0,0,0,0,2,0,0,0
"Scarna3b",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scarna6",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Scarna8",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"Scarna9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sccpdh",1840,1880,1059,1729,1682,1255,792,1471,1008,1138,1638,2138,1553,1013,1395
"Scd1",10285,17813,11734,12269,10628,18574,7228,13301,18258,7049,10157,7387,12425,8177,7084
"Scd2",8649,16328,43015,10295,26543,37094,35340,48030,34300,50177,22278,32493,25393,38716,36163
"Scd3",0,8,41,0,95,38,67,91,50,74,96,110,89,7,51
"Scd4",10,5,0,113,26,0,6,13,13,14,0,0,3,1,0
"Scel",33,49,16,2,8,116,33,59,151,29,215,33,135,0,26
"Scfd1",3557,4898,6575,4049,7114,9449,6664,9839,8336,9229,11402,13637,11719,4234,5790
"Scfd2",745,1531,1294,990,1367,1341,1492,1601,1399,1435,1413,1593,1782,1775,1519
"Scg2",0,0,0,9,29,7,38,0,31,27,41,38,0,105,0
"Scg3",64,88,0,26,24,0,0,1,1,1,0,0,0,0,0
"Scg5",43,20,15,40,5,2,0,8,3,3,0,3,0,0,0
"Scgb1a1",47,7,7,87,62,0,0,0,0,0,0,0,0,0,2
"Scgb1b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b20",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Scgb1b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b3",0,0,0,0,0,1,0,6,0,1,0,0,0,0,8
"Scgb1b30",2,0,0,0,0,3,0,1,0,0,0,0,0,0,17
"Scgb1b7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1c1",0,0,0,3,1,0,0,1,1,0,0,0,0,0,0
"Scgb2b19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b20",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Scgb2b23-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b27",0,0,163,0,10,30,16,101,50,20,13,1,14,0,20
"Scgb2b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b7",0,0,21,0,0,1,0,6,1,1,0,0,0,0,0
"Scgb3a1",4,0,0,1,0,1,0,0,0,0,0,0,4,0,0
"Scgb3a2",0,0,1,0,0,0,0,0,0,0,0,10,2,0,20
"Scgn",0,2,6,3,6,4,10,4,4,12,0,9,0,2,0
"Schip1",13,4,3,22,3,1,0,0,0,0,1,0,1,1,2
"Scimp",210,463,155,183,394,36,34,24,2,54,319,445,270,171,97
"Scin",1878,1829,5555,2463,5125,4189,4694,5474,4106,4797,4110,3525,4725,5161,4399
"Sclt1",1716,1305,815,2430,2062,1400,1041,1780,1244,1439,1225,1242,1118,292,921
"Scly",331,485,865,365,862,858,829,1137,642,947,845,917,728,1140,911
"Scmh1",2198,2656,3276,2272,3328,2874,2582,3045,3254,2873,2097,2245,2075,2410,2949
"Scml2",196,398,383,619,809,233,394,521,250,478,184,177,251,217,227
"Scml4",1720,1845,574,1842,2385,279,244,1514,245,410,396,606,428,227,864
"Scn10a",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"Scn11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scn1a",470,341,57,643,353,0,0,0,0,2,52,0,10,74,157
"Scn1b",1635,1673,272,1464,1056,6,49,17,27,17,89,103,82,50,143
"Scn2a1",261,204,2,347,149,0,0,0,0,0,1,0,10,0,0
"Scn2b",27,53,15,25,34,3,0,1,1,5,0,0,22,0,1
"Scn3a",0,0,0,15,11,0,0,0,0,1,0,0,51,0,8
"Scn3b",145,113,18,163,34,1,16,17,15,4,10,0,0,0,0
"Scn4a",20,30,36,0,53,17,32,0,1,28,11,7,0,16,5
"Scn4b",0,76,13,14,68,0,0,0,1,0,1,0,0,0,0
"Scn5a",0,5,0,0,34,0,0,0,0,0,5,0,0,0,0
"Scn7a",14442,12807,1491,20364,9990,3,0,3,32,47,0,0,32,1,92
"Scn8a",37,11,36,65,103,3,2,22,3,22,19,26,7,186,56
"Scn9a",0,1,0,0,9,0,0,0,0,0,0,0,0,0,0
"Scnm1",974,842,1166,923,1183,955,1024,1385,778,1173,1182,1414,1092,1069,1139
"Scnn1a",113,161,6145,286,3304,10086,4893,9456,9552,6864,910,939,1193,1606,2630
